(C)  Manly Hydraulics Laboratory,,,,,,
17/08/1998 3:00,2.621,4.484,5.9,7.7,7.7,                 
17/08/1998 4:00,2.821,4.411,6,7.9,7.7,                 
17/08/1998 5:00,2.965,4.726,5.9,7.7,7.3,                 
17/08/1998 6:00,3.076,5.566,6.2,7.7,7.7,                 
17/08/1998 7:00,3.058,5.532,6.1,7.6,8.2,                 
17/08/1998 8:00,3.439,5.652,6.4,7.8,8.2,                 
17/08/1998 9:00,3.567,6.477,6.4,7.9,8.8,                 
17/08/1998 10:00,3.786,6.342,6.5,8.2,8.8,                 
17/08/1998 11:00,4.053,6.401,7,8.5,8.8,                 
17/08/1998 12:00,3.672,6.047,6.4,8.2,9.5,                 
17/08/1998 13:00,3.718,6.218,6.5,8.2,8.8,                 
17/08/1998 14:00,3.35,6.091,6.3,8,9.5,                 
17/08/1998 15:00,3.823,6.504,6.7,8.3,8.8,                 
17/08/1998 16:00,3.4,6.325,6.3,8,8.2,                 
17/08/1998 17:00,3.818,6.33,6.8,8.5,8.8,                 
17/08/1998 18:00,3.813,6.064,6.4,8.4,8.8,                 
17/08/1998 19:00,4.207,6.322,6.6,8.2,8.8,                 
17/08/1998 20:00,3.74,6.315,6.5,7.9,9.5,                 
17/08/1998 21:00,3.735,6.086,6.6,8.2,8.8,                 
17/08/1998 22:00,3.843,7.287,6.7,8.4,9.5,                 
17/08/1998 23:00,3.71,5.473,7.1,8.3,8.8,                 
19/08/1998 11:00,2.691,4.482,6.3,8.7,8.2,                 
19/08/1998 12:00,2.676,4.579,6.6,8.6,11.1,                 
19/08/1998 13:00,2.801,4.067,6.5,8.5,7.7,                 
19/08/1998 14:00,2.901,5.236,6.4,8.3,7.7,                 
19/08/1998 15:00,3.012,4.958,6.4,8.2,8.2,                 
19/08/1998 16:00,2.951,5.095,6.5,8.2,8.8,                 
19/08/1998 17:00,2.772,5.277,6.3,8,7.7,                 
19/08/1998 18:00,2.543,4.35,6.1,8.3,11.1,                 
19/08/1998 19:00,2.578,4.617,6.6,8.7,12.2,                 
19/08/1998 20:00,2.499,4.634,6.5,8.6,7.7,                 
19/08/1998 21:00,2.35,3.581,6.1,8.1,11.1,                 
19/08/1998 22:00,2.308,4.187,6.4,8.7,11.1,                 
19/08/1998 23:00,2.299,3.527,6.4,8.6,8.8,                 
20/08/1998 0:00,2.134,4.143,6.3,8.3,12.2,                 
20/08/1998 1:00,2.179,3.706,6.3,8.5,11.1,                 
20/08/1998 2:00,2.13,3.12,6.9,9.1,11.1,                 
20/08/1998 3:00,2.245,3.678,6.8,9.1,10.2,                 
20/08/1998 4:00,2.029,3.195,6.8,9.1,11.1,                 
20/08/1998 5:00,2.145,3.525,6.7,9.1,11.1,                 
20/08/1998 6:00,2.021,3.39,6.8,9.2,11.1,                 
20/08/1998 7:00,2.051,3.195,7.2,9.4,10.2,                 
20/08/1998 8:00,1.984,3.22,6.9,9.2,9.5,                 
20/08/1998 9:00,1.905,3.009,7.2,9.4,11.1,                 
20/08/1998 10:00,1.758,2.521,6.8,9.2,10.2,                 
20/08/1998 11:00,1.858,2.943,6.9,9.5,11.1,                 
20/08/1998 12:00,1.829,3.319,6.8,8.9,10.2,                 
20/08/1998 13:00,1.732,2.98,6.6,8.8,10.2,                 
20/08/1998 14:00,1.706,2.914,6.3,9.2,11.1,                 
20/08/1998 15:00,1.793,3.286,6.5,8.9,10.2,                 
20/08/1998 16:00,1.746,3.137,6.6,9.3,10.2,                 
20/08/1998 17:00,1.819,2.859,6.6,9.6,11.1,                 
20/08/1998 18:00,1.759,2.782,6.6,9.4,11.1,                 
20/08/1998 19:00,1.567,3.046,5.7,8.6,8.8,                 
20/08/1998 20:00,1.685,2.761,6.4,9,11.1,                 
20/08/1998 21:00,1.556,2.448,5.6,8.5,11.1,                 
20/08/1998 22:00,1.522,2.961,5.3,8.4,10.2,                 
20/08/1998 23:00,1.576,3.092,5.4,8.5,11.1,                 
21/08/1998 0:00,1.65,2.875,6,8.6,10.2,                 
21/08/1998 1:00,1.641,2.539,6.1,8.7,10.2,                 
21/08/1998 2:00,1.58,2.524,6.1,9,10.2,                 
21/08/1998 3:00,1.594,2.602,6.6,9.1,11.1,                 
21/08/1998 4:00,1.447,2.585,6.1,8.5,10.2,                 
21/08/1998 5:00,1.531,2.609,5.8,8.1,10.2,                 
21/08/1998 6:00,1.483,2.321,5.9,8.1,8.8,                 
21/08/1998 7:00,1.586,2.65,6.4,9,11.1,                 
21/08/1998 8:00,1.533,2.822,6.1,8.4,11.1,                 
21/08/1998 9:00,1.524,2.628,5.8,8.5,10.2,                 
21/08/1998 10:00,1.408,2.182,5.2,7.8,10.2,                 
21/08/1998 11:00,1.486,2.363,4.9,7.3,10.2,                 
21/08/1998 12:00,1.627,2.712,4.9,7.4,10.2,                 
21/08/1998 13:00,1.583,2.731,4.8,6.6,10.2,                 
21/08/1998 14:00,1.817,2.949,5,6.9,10.2,                 
21/08/1998 15:00,1.854,2.897,4.8,6.5,5.4,                 
21/08/1998 16:00,1.965,3.301,5,6.8,10.2,                 
21/08/1998 17:00,1.92,3.261,4.7,6.5,10.2,                 
21/08/1998 18:00,1.885,2.898,5,7,10.2,                 
21/08/1998 19:00,1.965,3.725,5.2,7,10.2,                 
21/08/1998 20:00,1.983,3.728,5.3,6.7,10.2,                 
21/08/1998 21:00,2.201,4.482,5.2,6.4,6.5,                 
21/08/1998 22:00,2.169,3.942,5.3,6.6,6.9,                 
21/08/1998 23:00,2.144,3.569,5.3,6.6,6.9,                 
22/08/1998 0:00,2.063,3.239,5.1,6.6,7.3,                 
22/08/1998 1:00,1.797,2.883,5,6.4,6.9,                 
22/08/1998 2:00,1.831,2.99,5.1,6.9,6.9,                 
22/08/1998 3:00,1.825,3.298,4.8,6.4,6.9,                 
22/08/1998 4:00,1.859,3.664,4.7,6.2,6.9,                 
22/08/1998 5:00,1.855,3.378,4.7,6.2,6.9,                 
22/08/1998 6:00,1.763,3.696,4.7,6.1,6.5,                 
22/08/1998 7:00,1.831,3.181,4.9,6.3,5.4,                 
22/08/1998 8:00,1.651,3.049,4.9,6.4,5.9,                 
22/08/1998 9:00,1.604,2.778,4.6,6,9.5,                 
22/08/1998 10:00,1.532,2.617,4.5,6,5.4,                 
22/08/1998 11:00,1.477,2.69,4.4,6,8.8,                 
22/08/1998 12:00,1.544,2.824,4.7,6.3,8.8,                 
22/08/1998 13:00,1.473,2.677,4.4,6.1,9.5,                 
22/08/1998 14:00,1.597,2.566,4.6,5.9,5.6,                 
22/08/1998 15:00,1.697,3.08,4.3,5.7,8.8,                 
22/08/1998 16:00,1.739,2.693,4.4,5.6,5.4,                 
22/08/1998 17:00,1.562,3.03,4.3,5.7,5.4,                 
22/08/1998 18:00,1.384,2.385,4.4,5.8,5.2,                 
22/08/1998 19:00,1.307,2.236,4.8,6.4,8.8,                 
22/08/1998 20:00,1.256,2.29,4.7,6.4,9.5,                 
22/08/1998 21:00,1.343,2.222,5.1,6.6,9.5,                 
22/08/1998 22:00,1.173,2.182,4.8,6.8,9.5,                 
22/08/1998 23:00,1.079,1.794,5.3,7.1,9.5,                 
23/08/1998 0:00,1.144,1.728,5.5,7.7,9.5,                 
23/08/1998 1:00,1.061,1.728,5.4,7.7,8.8,                 
23/08/1998 2:00,0.979,1.688,5.3,7.8,9.5,                 
23/08/1998 3:00,0.857,1.818,5.1,7.9,11.1,                 
23/08/1998 4:00,0.794,1.438,4.6,7,8.8,                 
23/08/1998 5:00,0.77,1.363,5.3,7.8,8.8,                 
23/08/1998 6:00,0.708,1.289,5,7.7,10.2,                 
23/08/1998 7:00,0.708,1.362,4.5,6.9,8.8,                 
23/08/1998 8:00,0.708,1.266,4.7,7.2,9.5,                 
23/08/1998 9:00,0.689,1.225,5.2,7.7,10.2,                 
23/08/1998 10:00,0.775,1.374,4.6,6.9,9.5,                 
23/08/1998 11:00,0.753,1.33,4.6,6.8,9.5,                 
23/08/1998 12:00,0.733,1.19,4.6,7,12.2,                 
23/08/1998 13:00,0.792,1.486,4.8,7,11.1,                 
23/08/1998 14:00,0.906,1.584,5,7.4,11.1,                 
23/08/1998 15:00,1.004,1.833,4.9,7.1,8.8,                 
23/08/1998 16:00,1.051,1.674,4.9,7.4,8.8,                 
23/08/1998 17:00,1.145,1.97,5.2,7.9,8.8,                 
23/08/1998 18:00,1.206,2.077,5.2,7.9,9.5,                 
23/08/1998 19:00,1.212,1.994,5.3,8,9.5,                 
23/08/1998 20:00,1.171,2.033,5.2,8,8.8,                 
23/08/1998 21:00,1.195,2.131,5.2,7.6,9.5,                 
23/08/1998 22:00,1.156,1.913,5,7.4,10.2,                 
23/08/1998 23:00,1.185,1.794,5,7.3,8.2,                 
24/08/1998 0:00,1.124,1.958,5,6.9,9.5,                 
24/08/1998 1:00,1.089,1.819,4.5,6.2,8.8,                 
24/08/1998 2:00,1.106,1.762,4.7,6.4,9.5,                 
24/08/1998 3:00,1.145,2.087,4.7,6.8,8.8,                 
24/08/1998 4:00,1.18,2.119,4.8,6.5,8.8,                 
24/08/1998 5:00,1.31,2.295,4.7,6.1,10.2,                 
24/08/1998 6:00,1.327,2.38,4.8,6.7,10.2,                 
24/08/1998 7:00,1.493,2.587,5.9,8,10.2,                 
24/08/1998 8:00,1.474,2.531,6,7.8,9.5,                 
24/08/1998 9:00,1.439,2.565,5.4,7.3,8.8,                 
24/08/1998 10:00,1.513,2.309,5.4,7,9.5,                 
24/08/1998 11:00,1.509,2.955,5.2,6.9,8.2,                 
24/08/1998 12:00,1.659,3.513,5.3,6.9,8.2,                 
24/08/1998 13:00,1.658,2.414,5.6,7.2,7.7,                 
24/08/1998 14:00,1.636,2.849,5.6,7,8.2,                 
24/08/1998 15:00,1.734,3.019,6.1,7.6,7.7,                 
24/08/1998 16:00,1.913,3.173,6.4,7.9,8.8,                 
24/08/1998 17:00,1.81,2.678,5.9,7.8,8.8,                 
24/08/1998 18:00,1.884,3.18,6.2,8,9.5,                 
24/08/1998 19:00,1.825,3.051,6.1,8,8.8,                 
24/08/1998 20:00,1.662,2.804,6.3,8.1,10.2,                 
24/08/1998 21:00,1.68,2.88,5.9,8.1,9.5,                 
24/08/1998 22:00,1.677,3.207,5.9,8.1,8.2,                 
24/08/1998 23:00,1.53,2.382,6.1,7.9,10.2,                 
25/08/1998 0:00,1.555,2.617,6.3,8.2,10.2,                 
25/08/1998 1:00,1.654,2.895,6.3,8.3,8.8,                 
25/08/1998 2:00,1.567,2.312,6.7,8.5,8.2,                 
25/08/1998 3:00,1.668,2.6,6.5,8.5,8.8,                 
25/08/1998 4:00,1.606,3.149,6.3,8.2,8.8,                 
25/08/1998 5:00,1.591,3.005,6,8.4,11.1,                 
25/08/1998 6:00,1.6,2.961,6.7,8.7,11.1,                 
25/08/1998 7:00,1.592,2.808,6.8,8.7,8.2,                 
25/08/1998 8:00,1.569,2.848,6.3,8.6,10.2,                 
25/08/1998 9:00,1.508,2.457,7,8.7,8.2,                 
25/08/1998 10:00,1.591,2.646,7,9.2,11.1,                 
25/08/1998 11:00,1.561,2.536,6.6,8.7,7.7,                 
25/08/1998 12:00,1.512,2.416,6.7,8.9,8.8,                 
25/08/1998 13:00,1.516,2.677,6.9,9,8.8,                 
25/08/1998 14:00,1.481,2.319,7.1,9.2,8.8,                 
25/08/1998 15:00,1.497,2.788,6.4,8.8,11.1,                 
25/08/1998 16:00,1.412,2.458,6.3,8.8,8.8,                 
25/08/1998 17:00,1.557,2.573,6.5,9.3,7.7,                 
25/08/1998 18:00,1.411,2.639,6.5,8.7,11.1,                 
25/08/1998 19:00,1.455,2.511,6.5,8.8,10.2,                 
25/08/1998 20:00,1.454,2.46,6.1,9,8.8,                 
25/08/1998 21:00,1.33,2.289,5.5,8.2,10.2,                 
25/08/1998 22:00,1.393,2.487,5.4,8.1,13.5,                 
25/08/1998 23:00,1.305,2.502,5,7.5,12.2,                 
26/08/1998 0:00,1.321,2.461,4.9,7.5,12.2,                 
26/08/1998 1:00,1.276,2.155,5.2,7.4,8.2,                 
26/08/1998 2:00,1.301,2.243,5.4,8,10.2,                 
26/08/1998 3:00,1.23,2.272,5.2,7.7,13.5,                 
26/08/1998 4:00,1.347,2.392,5.7,8,7.3,                 
26/08/1998 5:00,1.327,2.504,5.7,8.2,13.5,                 
26/08/1998 6:00,1.308,1.96,5.8,8.6,13.5,                 
26/08/1998 7:00,1.321,2.426,5.2,7.4,11.1,                 
26/08/1998 8:00,1.307,2.375,6.1,9,8.8,                 
26/08/1998 9:00,1.438,2.401,5.4,8,13.5,                 
26/08/1998 10:00,1.504,2.665,5.1,7.2,13.5,                 
26/08/1998 11:00,1.514,2.728,5.4,7.6,11.1,                 
26/08/1998 12:00,1.59,2.771,5.3,7.5,12.2,                 
26/08/1998 13:00,1.715,3.359,5.2,7.4,11.1,                 
26/08/1998 14:00,1.585,2.514,5.4,7.2,12.2,                 
26/08/1998 15:00,1.599,3.056,5.6,7.6,9.5,                 
26/08/1998 16:00,1.58,2.958,5.5,7.7,8.8,                 
26/08/1998 17:00,1.642,2.531,5.7,8.1,9.5,                 
26/08/1998 18:00,1.616,3.07,5.5,7.4,8.8,                 
26/08/1998 19:00,1.677,3.041,5.8,7.6,8.2,                 
26/08/1998 20:00,1.786,3.183,5.5,7.5,7.7,                 
26/08/1998 21:00,1.832,3.115,5.4,7,11.1,                 
26/08/1998 22:00,1.803,3.144,5.3,7.1,11.1,                 
26/08/1998 23:00,1.964,3.281,5.5,7.6,11.1,                 
27/08/1998 0:00,1.975,4.04,5.5,7.4,8.2,                 
27/08/1998 1:00,2.121,3.561,5.4,7,6.2,                 
27/08/1998 2:00,1.972,3.375,5.5,7.2,6.2,                 
27/08/1998 3:00,2.168,3.417,5.7,7.4,9.5,                 
27/08/1998 4:00,2.215,3.908,5.5,7.1,9.5,                 
27/08/1998 5:00,2.381,4.428,5.9,7.6,10.2,                 
27/08/1998 6:00,2.417,3.911,5.9,7.9,10.2,                 
27/08/1998 7:00,2.371,4.416,5.8,7.9,9.5,                 
27/08/1998 8:00,2.562,4.16,6.1,8.1,10.2,                 
27/08/1998 9:00,2.704,4.353,6.7,8.8,11.1,                 
27/08/1998 10:00,2.941,4.531,7,9.2,13.5,                 
27/08/1998 11:00,3.451,5.285,7.6,10.3,13.5,                 
27/08/1998 12:00,2.982,5.731,7.2,9.5,13.5,                 
27/08/1998 13:00,2.941,4.694,7,9.4,13.5,                 
27/08/1998 14:00,2.897,4.565,6.7,9.1,15.1,                 
27/08/1998 15:00,2.858,5.056,6.8,9.4,13.5,                 
27/08/1998 16:00,2.89,4.809,7.1,9.5,11.1,                 
27/08/1998 17:00,3.034,5.905,6.8,8.6,8.8,                 
27/08/1998 18:00,2.865,5.085,6.3,8.4,10.2,                 
27/08/1998 19:00,2.962,4.697,6.6,8.7,13.5,                 
27/08/1998 20:00,2.944,5.149,6.6,8.6,11.1,                 
27/08/1998 21:00,2.791,5.537,6.7,9.2,11.1,                 
27/08/1998 22:00,2.8,4.58,6.5,8.7,9.5,                 
27/08/1998 23:00,2.745,4.546,7.1,9.5,12.2,                 
28/08/1998 0:00,2.784,4.619,7.2,9.5,13.5,                 
28/08/1998 1:00,2.738,4.225,6.6,8.4,12.2,                 
28/08/1998 2:00,2.746,5.27,6.6,8.8,12.2,                 
28/08/1998 3:00,2.646,4.437,6.5,8.4,12.2,                 
28/08/1998 4:00,2.72,5.614,6.6,8.5,12.2,                 
28/08/1998 5:00,2.573,4.467,6.3,8.1,6.9,                 
28/08/1998 6:00,2.399,4.116,5.9,8.2,8.8,                 
28/08/1998 7:00,2.229,4.206,6.3,8.3,9.5,                 
28/08/1998 8:00,2.138,3.368,6.3,8.1,7.7,                 
28/08/1998 9:00,2.189,4.325,6.4,8.4,11.1,                 
28/08/1998 10:00,2.096,3.669,6.6,8.1,9.5,                 
28/08/1998 11:00,2.167,3.725,7.1,8.8,11.1,                 
28/08/1998 12:00,2.067,3.667,6.6,8.3,10.2,                 
28/08/1998 13:00,2.186,3.967,6.8,8.7,11.1,                 
28/08/1998 14:00,2.011,3.342,7.3,9,10.2,                 
28/08/1998 15:00,1.974,2.921,7.1,8.9,10.2,                 
28/08/1998 16:00,1.94,3.307,6.9,8.7,10.2,                 
28/08/1998 17:00,1.953,2.893,6.8,8.8,11.1,                 
28/08/1998 18:00,1.913,3.518,7.3,9,10.2,                 
28/08/1998 19:00,1.852,2.844,7.2,9.2,11.1,                 
28/08/1998 20:00,1.895,2.917,7.3,9.1,11.1,                 
28/08/1998 21:00,1.893,2.888,7.5,9.1,10.2,                 
28/08/1998 22:00,1.795,2.844,7.1,9.1,11.1,                 
28/08/1998 23:00,1.658,2.521,7,9.1,10.2,                 
29/08/1998 0:00,1.721,2.463,7.3,9.4,10.2,                 
29/08/1998 1:00,1.7,3.023,7.3,9.4,10.2,                 
29/08/1998 2:00,1.582,2.995,6.6,9,10.2,                 
29/08/1998 3:00,1.645,3.035,6.7,9.1,10.2,                 
29/08/1998 4:00,1.661,2.981,6.7,9.4,10.2,                 
29/08/1998 5:00,1.635,2.641,6.8,9.3,10.2,                 
29/08/1998 6:00,1.498,2.478,6.5,8.9,9.5,                 
29/08/1998 7:00,1.53,2.61,6.9,9.1,10.2,                 
29/08/1998 8:00,1.423,2.367,7.1,9.2,9.5,                 
29/08/1998 9:00,1.371,2.615,7,8.8,10.2,                 
29/08/1998 10:00,1.398,2.26,7.5,9.3,9.5,                 
29/08/1998 11:00,1.414,2.737,7.3,9.1,9.5,                 
29/08/1998 12:00,1.268,2.637,7.1,9,10.2,                 
29/08/1998 13:00,1.235,2.086,7.1,9.1,10.2,                 
29/08/1998 14:00,1.226,1.985,7.2,8.9,8.8,                 
29/08/1998 15:00,1.148,1.877,7.4,8.7,8.2,                 
29/08/1998 16:00,1.258,2.031,6.6,8.7,9.5,                 
29/08/1998 17:00,1.217,2.438,5.8,8.4,9.5,                 
29/08/1998 18:00,1.219,2.026,6.2,8.9,9.5,                 
29/08/1998 19:00,1.102,2.38,5.9,8.3,10.2,                 
29/08/1998 20:00,1.192,2.394,5.9,8.7,9.5,                 
29/08/1998 21:00,1.121,1.798,6.2,8.6,9.5,                 
29/08/1998 22:00,1.037,1.682,6.5,8.8,9.5,                 
29/08/1998 23:00,1.066,1.697,6.5,9.1,10.2,                 
30/08/1998 0:00,1.069,1.713,6.7,8.8,8.8,                 
30/08/1998 1:00,1.061,1.587,6.4,9.2,10.2,                 
30/08/1998 2:00,1.078,1.889,6.7,9,9.5,                 
30/08/1998 3:00,1.029,1.667,6.5,9.3,9.5,                 
30/08/1998 4:00,1,1.684,6.3,8.8,9.5,                 
30/08/1998 5:00,0.944,1.542,6.4,9.3,9.5,                 
30/08/1998 6:00,0.965,1.606,6.3,9,8.2,                 
30/08/1998 7:00,1.11,1.936,6.7,8.8,9.5,                 
30/08/1998 8:00,1.271,2.192,6.4,8.3,9.5,                 
30/08/1998 9:00,1.465,2.409,6.8,8,8.2,                 
30/08/1998 10:00,1.468,2.685,6.7,7.9,7.7,                 
30/08/1998 11:00,1.535,2.592,7,8,7.7,                 
30/08/1998 12:00,1.528,2.497,7,8,7.7,                 
30/08/1998 13:00,1.441,2.36,6.5,8,7.3,                 
30/08/1998 14:00,1.417,2.841,6.7,7.9,8.2,                 
30/08/1998 15:00,1.504,2.48,6.8,7.9,7.7,                 
30/08/1998 16:00,1.343,2.607,6.2,7.9,6.5,                 
30/08/1998 17:00,1.367,2.456,6,8.1,7.7,                 
30/08/1998 18:00,1.385,2.536,6.2,7.5,7.7,                 
30/08/1998 19:00,1.346,2.228,6.3,7.5,7.3,                 
30/08/1998 20:00,1.268,1.984,6.2,7.8,7.7,                 
30/08/1998 21:00,1.242,2.252,6.3,8.1,7.7,                 
30/08/1998 22:00,1.157,1.757,6.2,7.8,7.7,                 
30/08/1998 23:00,1.105,1.759,6,7.7,7.7,                 
31/08/1998 0:00,1.104,1.736,6,7.6,7.7,                 
31/08/1998 1:00,1.215,2.36,5.9,7.6,7.7,                 
31/08/1998 2:00,1.253,1.96,5.9,7.7,7.7,                 
31/08/1998 3:00,1.247,2.213,5.4,7.4,8.2,                 
31/08/1998 4:00,1.203,2.112,5.7,7.7,7.3,                 
31/08/1998 5:00,1.197,1.972,6,7.9,8.2,                 
31/08/1998 6:00,1.138,1.83,6.2,7.8,8.2,                 
31/08/1998 7:00,1.111,1.965,6.2,8,7.7,                 
31/08/1998 8:00,1.2,1.833,6.7,7.9,8.2,                 
31/08/1998 9:00,1.171,2.384,6.7,8.1,8.2,                 
31/08/1998 10:00,1.152,2.065,6.7,7.9,7.3,                 
31/08/1998 11:00,1.119,1.859,6.8,8.5,7.7,                 
31/08/1998 12:00,1.026,1.809,6.6,8.2,7.7,                 
31/08/1998 13:00,1.089,1.718,6.4,8.5,7.7,                 
31/08/1998 14:00,1.101,2.145,5.7,8.3,11.1,                 
31/08/1998 15:00,1.036,1.924,4.7,7.5,11.1,                 
31/08/1998 16:00,1.14,1.996,4.6,7.1,10.2,                 
31/08/1998 17:00,1.078,1.936,4,5.8,11.1,                 
31/08/1998 18:00,1.113,1.977,4.2,6.1,10.2,                 
31/08/1998 19:00,1.196,2.052,4.9,7.5,12.2,                 
31/08/1998 20:00,1.042,2.026,5,7.8,12.2,                 
31/08/1998 21:00,1.065,1.991,6.2,9.6,12.2,                 
31/08/1998 22:00,1.124,1.93,6.2,9.8,12.2,                 
31/08/1998 23:00,1.331,2.299,6.6,10.4,12.2,                 
1/09/1998 0:00,1.33,2.16,6.6,10.3,12.2,                 
